_id,action,actor,actorEmail,actorRole,targetType,targetId,ipPrefix,userAgent,requestId,outcome,createdAt,__v,metadata.reason,metadata.attempts,metadata.lockedMinutes,metadata.family,metadata.fileName,metadata.folder,metadata.size,metadata.count,metadata.filtered,metadata.label,metadata.slug,metadata.status,metadata.revision,metadata.email,metadata.duplicatedFrom,metadata.jobSync,metadata.inserted,metadata.fetched,metadata.from,metadata.to,metadata.archived
6a60a5bcd5bd876677e4331d,content.updated,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,alumni,6a60a5a1d5bd876677e432f8,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",abbb8feb-9174-4841-844f-5a650462d961,success,2026-07-22T11:13:00.835Z,0,,,,,,,,,,Alumni story,hello,,2,,,,,,,,
6a60a66ed5bd876677e43353,content.created,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,faculty,6a60a66ed5bd876677e43351,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",fe81cf5e-c9fa-4494-85ee-4cfcd3c18f4f,success,2026-07-22T11:15:58.295Z,0,,,,,,,,,,Faculty member,hello,,,,,,,,,,
6a60a66ed5bd876677e43358,content.published,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,faculty,6a60a66ed5bd876677e43351,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",cee96eba-5b30-4f00-8764-182ba1032975,success,2026-07-22T11:15:58.462Z,0,,,,,,,,,,Faculty member,hello,published,,,,,,,,,
6a60a676d5bd876677e43364,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",a71396a2-2c80-415a-94d1-84564e3b60d4,success,2026-07-22T11:16:06.426Z,0,,,,,,,,,,,,,,,,,,,,,
6a60a769d5bd876677e4338a,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Linux; Android 11; moto g power (2022)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",4f1f6797-0159-42c8-b835-a8debe7fbe42,success,2026-07-22T11:20:09.006Z,0,,,,,,,,,,,,,,,,,,,,,
6a60ae1524d581d06cfb6ea0,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",0f0d2fc7-7c24-4dfb-adfb-e2ddc87012e6,success,2026-07-22T11:48:37.816Z,0,,,,,,,,,,,,,,,,,,,,,
6a60ae4324d581d06cfb6ee6,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",322e4e6c-c0bd-4ca5-8bed-fa2b6f692e5f,success,2026-07-22T11:49:23.661Z,0,,,,,,,,,,,,,,,,,,,,,
6a60ae6624d581d06cfb6f31,content.deleted,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,alumni,6a60a5a1d5bd876677e432f8,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",b5d29475-88a7-4593-a0a1-b39fa3cbb76b,success,2026-07-22T11:49:58.649Z,0,,,,,,,,,,Alumni story,hello,,,,,,,,,,
6a60b08e3ae3c4e2d167c26b,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",269e668a-c865-4e08-a061-ecab5e6a1534,success,2026-07-22T11:59:10.965Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0923ae3c4e2d167c276,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",d39369e3-c831-4ca1-8c1d-610273396d94,success,2026-07-22T11:59:14.047Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0973ae3c4e2d167c281,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",8dfc440f-a67a-41db-a393-5142f39d8c19,success,2026-07-22T11:59:19.006Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0b53ae3c4e2d167c29c,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",15da07bc-4ad2-449d-96f6-4f3097497be2,success,2026-07-22T11:59:49.218Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0cc3ae3c4e2d167c2a9,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",08877d8a-eedd-4777-ad93-7dbe0b98f5d9,success,2026-07-22T12:00:12.149Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0d53ae3c4e2d167c2b8,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",5f33566f-1694-4806-9a33-1138ac84ab27,success,2026-07-22T12:00:21.516Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0e73ae3c4e2d167c2cc,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",1ff9b21c-ace0-495b-8103-0b0d6c7eda90,success,2026-07-22T12:00:39.805Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0ec3ae3c4e2d167c2d7,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",efd5f612-164d-4428-b712-72a63a7f1010,success,2026-07-22T12:00:44.487Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0f73ae3c4e2d167c2e6,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",8e628a6e-54ad-4c29-b7b5-4fdacea7acfc,success,2026-07-22T12:00:55.521Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b0fb3ae3c4e2d167c2f3,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",cef19d2a-328b-4367-868a-92db2e7f21cd,success,2026-07-22T12:00:59.509Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b1ca92af5533698c041e,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",c8218bdc-7e56-44a2-b9e1-8f4ecb401dcb,success,2026-07-22T12:04:26.954Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b1cd92af5533698c0429,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",62012715-09a4-4a2c-b812-1a66c6407832,success,2026-07-22T12:04:29.937Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b2b192af5533698c0450,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",2b5cf2eb-fec5-4a79-afdb-d65bfe11b835,success,2026-07-22T12:08:17.524Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b2c092af5533698c045b,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",e20401e2-bacc-4a43-bd2b-557666ddfc7b,success,2026-07-22T12:08:32.227Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b2da92af5533698c0466,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",3eb3bf73-f235-4f2e-8178-bc76f87be1a8,success,2026-07-22T12:08:58.267Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b30d92af5533698c047a,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",cec7317a-f2a3-447e-81f2-2ab567716931,success,2026-07-22T12:09:49.592Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b38b92af5533698c0495,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",e79a2bee-3f2d-43d5-bfde-d4fc4befad19,success,2026-07-22T12:11:55.599Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b40392af5533698c04be,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",0cce2d27-d8a5-46f4-8d66-18dfd9e22b05,success,2026-07-22T12:13:55.204Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b43a92af5533698c04dc,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",a636818d-8e09-4eaf-a1c4-1741f64b6d3f,success,2026-07-22T12:14:50.574Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b59492af5533698c053a,auth.login.success,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",74fb523a-834e-4452-bc74-5f6cdccf3373,success,2026-07-22T12:20:36.302Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b70992af5533698c05df,content.deleted,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,faculty,6a60a66ed5bd876677e43351,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",e3f16ca1-a95d-48a5-bfff-1e97eee1e565,success,2026-07-22T12:26:49.720Z,0,,,,,,,,,,Faculty member,hello,,,,,,,,,,
6a60b78f754980bf5414c66a,content.created,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,blogs,6a60b78f754980bf5414c668,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",91759539-05db-461b-95d4-8b90c60977ed,success,2026-07-22T12:29:03.693Z,0,,,,,,,,,,Blog post,hello,,,,,,,,,,
6a60b78f754980bf5414c671,content.published,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,blogs,6a60b78f754980bf5414c668,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",674d60e2-8909-4d8c-ba61-fbce6bb28306,success,2026-07-22T12:29:03.898Z,0,,,,,,,,,,Blog post,hello,published,,,,,,,,,
6a60b89813317e6b373eb326,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",0078e496-5af7-45da-b9b5-b2d96dd5cd37,success,2026-07-22T12:33:28.701Z,0,,,,,,,,,,,,,,,,,,,,,
6a60b98b15e69b906a7d3354,content.created,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,policies,6a60b98b15e69b906a7d3352,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",fb286e1e-854e-46c2-abe1-9dbf84a6ea78,success,2026-07-22T12:37:31.137Z,0,,,,,,,,,,Policy,jdfjjsod,,,,,,,,,,
6a60b98b15e69b906a7d3359,content.published,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,policies,6a60b98b15e69b906a7d3352,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",c0869b17-5efa-46dc-b32d-80e59f75369f,success,2026-07-22T12:37:31.343Z,0,,,,,,,,,,Policy,jdfjjsod,published,,,,,,,,,
6a60bc1f15e69b906a7d33f7,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",f216fd4c-cdf2-43ef-a9a4-fac78c4185ff,success,2026-07-22T12:48:31.286Z,0,,,,,,,,,,,,,,,,,,,,,
6a60be046a93729e942be829,content.updated,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,programs,6a60a554d5bd876677e432de,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",e4ba1062-5762-4350-9e25-03f109324980,success,2026-07-22T12:56:36.854Z,0,,,,,,,,,,Program,ojonsdjnfsnad,,2,,,,,,,,
6a60be076a93729e942be82e,content.published,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,programs,6a60a554d5bd876677e432de,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",4b9ffe3b-9b87-4b87-9ffd-634e4b8a73c0,success,2026-07-22T12:56:39.663Z,0,,,,,,,,,,Program,ojonsdjnfsnad,published,,,,,,,,,
6a60be2b6a93729e942be848,content.deleted,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,programs,6a60a554d5bd876677e432de,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",c4536dad-2547-4ad6-857e-ac2ec3643ec0,success,2026-07-22T12:57:15.870Z,0,,,,,,,,,,Program,ojonsdjnfsnad,,,,,,,,,,
6a60bee8c6504c80ff17527a,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",caeb661b-1779-407b-b41f-6eea07d8b3b6,success,2026-07-22T13:00:24.183Z,0,,,,,,,,,,,,,,,,,,,,,
6a60bf1ac6504c80ff1752cf,auth.login.success,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-IN) WindowsPowerShell/5.1.26100.8894,863425a8-223b-41cc-bd56-afdb58014238,success,2026-07-22T13:01:14.592Z,0,,,,,,,,,,,,,,,,,,,,,
6a60bf23c6504c80ff1752dc,auth.login.success,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-IN) WindowsPowerShell/5.1.26100.8894,e7b2359b-f48c-49af-be1e-486ae8706106,success,2026-07-22T13:01:23.423Z,0,,,,,,,,,,,,,,,,,,,,,
6a60bf23c6504c80ff1752e5,lead.deleted,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,lead,6a60be826a93729e942be874,127.0.x.x,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-IN) WindowsPowerShell/5.1.26100.8894,ab7e42b4-3a1d-4e3f-bd3f-04b2361ef8e5,success,2026-07-22T13:01:23.744Z,0,,,,,,,,,,,,,,testcase@gmail.com,,,,,,,
6a60bf56c6504c80ff175323,auth.token.refreshed,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,,,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",6f41602c-b91b-4f4d-9587-5863a02a8f61,success,2026-07-22T13:02:14.154Z,0,,,,,,,,,,,,,,,,,,,,,
6a60c117c6504c80ff175365,content.created,6a60a17c20a2dec57e15dec5,admin@careerveda.com,super-admin,jobs,6a60c117c6504c80ff175363,127.0.x.x,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",b76127a9-f07c-4117-9582-062b4531960d,success,2026-07-22T13:09:43.793Z,0,,,,,,,,,,Job listing,hello-world,,,,,,,,,,
