_id,title,company,location,workMode,employmentType,experienceLevel,description,skills[0],skills[1],skills[2],salaryRange,applicationUrl,applicationEmail,source,postedDate,deadline,slug,status,publishedAt,scheduledAt,featured,displayOrder,deletedAt,deletedBy,createdBy,updatedBy,revision,companyLogo.media,companyLogo.url,companyLogo.fileId,companyLogo.thumbnailUrl,companyLogo.alt,companyLogo.caption,companyLogo.width,companyLogo.height,seo.title,seo.description,seo.ogImage,seo.canonicalUrl,seo.noIndex,createdAt,updatedAt,__v,dedupeKey,rejectedReason,sourceJobId,fetchedAt
6a6061ed7bfcf05ac32c3f10,Cybersecurity Analyst,ShieldNet Security,"Gurugram, Haryana",On-site,Full-time,1–3 years,Monitor infrastructure threats and conduct vulnerability assessments.,Network Security,Kali Linux,SIEM,₹6–11 LPA,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Analyst&location=Gurugram%2C+Haryana,,LinkedIn Jobs,2026-07-03T00:00:00.000Z,,cybersecurity-analyst-shieldnet-security,published,2026-07-22T06:23:41.806Z,,false,10,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:41.807Z,2026-08-04T08:18:41.248Z,0,,,,
6a6061ed7bfcf05ac32c3f13,SOC Analyst,CyberDefence Pro,"Noida, Uttar Pradesh",On-site,Full-time,0–2 years,Monitor security alerts and coordinate incident response procedures.,Log Analysis,Incident Response,Splunk,₹3.5–6 LPA,https://www.linkedin.com/jobs/search/?keywords=SOC+Analyst&location=Noida%2C+Uttar+Pradesh,,LinkedIn Jobs,2026-07-02T00:00:00.000Z,,soc-analyst-cyberdefence-pro,published,2026-07-22T06:23:41.864Z,,false,11,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:41.865Z,2026-08-04T08:18:41.308Z,0,,,,
6a6061ed7bfcf05ac32c3f16,Product Manager,EduGrowth Platform,"Mumbai, Maharashtra",Hybrid,Full-time,3–6 years,Define product roadmap and drive feature prioritization for learning products.,Product Strategy,Analytics,Agile,₹18–32 LPA,https://www.linkedin.com/jobs/search/?keywords=Product+Manager&location=Mumbai%2C+Maharashtra,,LinkedIn Jobs,2026-07-01T00:00:00.000Z,,product-manager-edugrowth-platform,published,2026-07-22T06:23:41.921Z,,true,12,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:41.923Z,2026-08-04T08:18:41.367Z,0,,,,
6a6061ed7bfcf05ac32c3f19,Associate Product Manager,SkillBridge Tech,"Bengaluru, Karnataka",On-site,Full-time,0–2 years,"Support product managers in research, documentation, and stakeholder coordination.",Market Research,PRD Writing,Data Analysis,₹6–10 LPA,https://www.linkedin.com/jobs/search/?keywords=Associate+Product+Manager&location=Bengaluru%2C+Karnataka,,LinkedIn Jobs,2026-06-30T00:00:00.000Z,,associate-product-manager-skillbridge-tech,published,2026-07-22T06:23:41.979Z,,false,13,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:41.980Z,2026-08-04T08:18:41.429Z,0,,,,
6a6061ee7bfcf05ac32c3f1c,Investment Banking Analyst,FinEdge Capital,"Mumbai, Maharashtra",On-site,Full-time,0–2 years,"Assist in deal execution, financial analysis, and client pitch preparation.",Financial Modeling,Valuation,Excel,₹8–14 LPA,https://www.linkedin.com/jobs/search/?keywords=Investment+Banking+Analyst&location=Mumbai%2C+Maharashtra,,LinkedIn Jobs,2026-06-29T00:00:00.000Z,,investment-banking-analyst-finedge-capital,published,2026-07-22T06:23:42.037Z,,false,14,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:42.038Z,2026-08-04T08:18:41.490Z,0,,,,
6a6061ee7bfcf05ac32c3f1f,Financial Analyst,GrowthCap Advisors,"Gurugram, Haryana",Hybrid,Full-time,1–3 years,"Prepare financial reports, budgets, and variance analysis for leadership.",Financial Reporting,Power BI,Forecasting,₹5–9 LPA,https://www.linkedin.com/jobs/search/?keywords=Financial+Analyst&location=Gurugram%2C+Haryana,,LinkedIn Jobs,2026-06-28T00:00:00.000Z,,financial-analyst-growthcap-advisors,published,2026-07-22T06:23:42.096Z,,false,15,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:42.097Z,2026-08-04T08:18:41.547Z,0,,,,
6a6061ee7bfcf05ac32c3f22,Data Engineer,Pipeline Data Systems,"Hyderabad, Telangana",On-site,Full-time,1–4 years,Build and maintain ETL pipelines for large-scale data platforms.,Python,Spark,Airflow,₹8–16 LPA,https://www.linkedin.com/jobs/search/?keywords=Data+Engineer&location=Hyderabad%2C+Telangana,,LinkedIn Jobs,2026-06-27T00:00:00.000Z,,data-engineer-pipeline-data-systems,published,2026-07-22T06:23:42.153Z,,true,16,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:42.153Z,2026-08-04T08:18:41.607Z,0,,,,
6a6061ee7bfcf05ac32c3f25,DevOps Engineer,InfraStack Labs,Remote,Remote,Full-time,2–5 years,Automate deployment workflows and manage cloud infrastructure at scale.,Docker,Kubernetes,CI/CD,₹10–20 LPA,https://www.linkedin.com/jobs/search/?keywords=DevOps+Engineer&location=India&f_WT=2,,LinkedIn Jobs,2026-06-26T00:00:00.000Z,,devops-engineer-infrastack-labs,published,2026-07-22T06:23:42.210Z,,false,17,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:42.211Z,2026-08-04T08:18:41.663Z,0,,,,
6a6061ee7bfcf05ac32c3f28,UI/UX Designer,DesignCraft Studio,"Noida, Uttar Pradesh",Hybrid,Full-time,1–3 years,Design intuitive interfaces and conduct usability testing for web apps.,Figma,User Research,Prototyping,₹5–9 LPA,https://www.linkedin.com/jobs/search/?keywords=UI%2FUX+Designer&location=Noida%2C+Uttar+Pradesh,,LinkedIn Jobs,2026-06-25T00:00:00.000Z,,ui-ux-designer-designcraft-studio,published,2026-07-22T06:23:42.269Z,,false,18,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:42.270Z,2026-08-04T08:18:41.726Z,0,,,,
6a6061ee7bfcf05ac32c3f2b,Quality Assurance Engineer,TestRight Solutions,"Bengaluru, Karnataka",On-site,Full-time,0–2 years,Write and execute test cases to ensure product quality across releases.,Selenium,Test Automation,API Testing,₹3–6 LPA,https://www.linkedin.com/jobs/search/?keywords=Quality+Assurance+Engineer&location=Bengaluru%2C+Karnataka,,LinkedIn Jobs,2026-06-24T00:00:00.000Z,,quality-assurance-engineer-testright-solutions,published,2026-07-22T06:23:42.326Z,,false,19,,,,,7,,,,,,,,,,,,,false,2026-07-22T06:23:42.326Z,2026-08-04T08:18:41.783Z,0,,,,
6a6061ee7bfcf05ac32c3f2e,Software Development Engineer,ProductLabs India,"Pune, Maharashtra",On-site,Full-time,0–2 years,Build and maintain backend services for a high-scale SaaS product.,Java,Spring Boot,SQL,₹5–9 LPA,https://www.linkedin.com/jobs/search/?keywords=Software+Development+Engineer&location=Pune%2C+Maharashtra,,LinkedIn Jobs,2026-06-23T00:00:00.000Z,,software-development-engineer-productlabs-india,published,2026-07-22T06:23:42.384Z,,false,20,,,,6a60a17c20a2dec57e15dec5,8,6a606f7f9d2ffd32c2f5294f,https://ik.imagekit.io/ojoijfoinsdnfoodsnf/careerveda/press/insta_story-523a01e0.png,6a606f7f5c7cd75eb8f9db34,https://ik.imagekit.io/ojoijfoinsdnfoodsnf/tr:n-ik_ml_thumbnail/careerveda/press/insta_story-523a01e0.png,,,300,150,,,,,false,2026-07-22T06:23:42.385Z,2026-08-04T08:18:41.841Z,0,,,,
6a6061ee7bfcf05ac32c3f31,Technical Content Writer,LearnHub Media,Remote,Remote,Full-time,0–2 years,"Create developer tutorials, API docs, and technical blog content.",Technical Writing,Markdown,Documentation,₹3–6 LPA,https://www.linkedin.com/jobs/search/?keywords=Technical+Content+Writer&location=India&f_WT=2,,LinkedIn Jobs,2026-06-22T00:00:00.000Z,,technical-content-writer-learnhub-media,published,2026-07-22T06:23:42.443Z,,false,21,,,,6a60a17c20a2dec57e15dec5,8,,,,,,,,,,,,,false,2026-07-22T06:23:42.444Z,2026-08-04T08:18:41.897Z,0,,,,
6a60c117c6504c80ff175363,hello world,hello world,hello world fnbsaj,On-site,Full-time,,jjasndkjfnsajdnfoas,,,,,https://www.naukri.com/job-listings-key-accounts-manager-paytm-noida-bengaluru-mumbai-all-areas-5-to-10-years-130726017029?src=seo_srp&sid=17847257664633749&xp=1&px=1,,,,,hello-world,archived,2026-07-22T13:09:46.554Z,,false,0,2026-07-22T13:21:43.046Z,6a60a17c20a2dec57e15dec5,6a60a17c20a2dec57e15dec5,6a60a17c20a2dec57e15dec5,1,,,,,,,,,,,,,false,2026-07-22T13:09:43.753Z,2026-07-22T13:21:43.047Z,0,,,,
6a61ce17f61896cd231ed3a3,lhoiosdfohsdfshd,fisdsdjfjsad,jndsnfsndnf,On-site,Full-time,,dgasgfkjsndfnnsdjjnfsa,,,,₹5–9 LPA,https://www.linkedin.com/jobs/search/?currentJobId=4442056660&keywords=data%20scientist&location=noida,,,,,lhoiosdfohsdfshd,archived,2026-07-23T08:17:27.916Z,,false,8,2026-07-23T09:30:57.030Z,6a60a17c20a2dec57e15dec5,6a60a17c20a2dec57e15dec5,6a60a17c20a2dec57e15dec5,1,,,,,,,,,,,,,false,2026-07-23T08:17:27.745Z,2026-07-23T09:30:57.061Z,0,,,,
6a632dde1086448c954a50a8,Customer Experience Manager,NR Consulting,"Bangalore, Karnataka",,,,"Job Description:- Manager / Senior Manager – Customer & Marketing Analytics Location: India As a Manager/Senior Manager, you will: 1. Work with clients leading marketing & customer roles at Fortune 100 Retailers 2. Work closely with stakeholders across the organization to gather requirements and understand the underlying business problems. Serve as the bridge between business needs and analytical solutions. 3. Collaboratively work with leadership and SMEs to create innovative solutions for busi…",,,,,https://www.adzuna.in/land/ad/5811114866?se=LD52m0CH8RGlu8FcJJTwKw&utm_medium=api&utm_source=9a0b3cea&v=18C0756511F4BF38B6DABB83F4DD0AFE6B73610D,,adzuna,2026-07-22T22:52:54.000Z,,customer-experience-manager,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:22.623Z,2026-07-24T09:18:22.623Z,0,customer experience manager|nr consulting|bangalore karnataka,,5811114866,2026-07-24T09:18:22.615Z
6a632dde1086448c954a50ab,Data Analyst,,"Thiruvananthapuram, Kerala",,,,Immediate requirement for the post of Data Analyst on rotation Shift (Male or Female). Persons only willing to work in both shifts need to apply.careers.coretechgmail.comorplease contact 9.4.nine.6.8.1.5.6.3.0,,,,,https://www.adzuna.in/details/4686704238?utm_medium=api&utm_source=9a0b3cea,,adzuna,2024-05-10T07:38:46.000Z,,data-analyst,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:22.703Z,2026-07-24T09:18:22.703Z,0,data analyst|thiruvananthapuram kerala,,4686704238,2026-07-24T09:18:22.700Z
6a632dde1086448c954a50af,Data Analyst,SkySun,India,,Full-time,,"Role Overview We are looking for a Data Analyst with strong expertise in Microsoft Excel who can efficiently work with large datasets, formulas, and analytical models. The ideal candidate should be able to transform raw data into meaningful insights , build efficient spreadsheets, and support business decisions through structured analysis and reporting. This role requires someone who is highly detail-oriented, analytical, and extremely efficient in Excel-based data handling. Key Responsibilitie…",,,,,https://www.adzuna.in/details/5680120020?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-03-27T13:39:38.000Z,,data-analyst-2,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:22.817Z,2026-07-24T09:18:22.817Z,0,data analyst|skysun|india,,5680120020,2026-07-24T09:18:22.814Z
6a632dde1086448c954a50b4,Data Analyst,LRN Corporation,India,,Full-time,,"Position: Data Analyst Location: Mumbai, India About LRN: LRN is the world’s leading dedicated ethics and compliance SaaS company, helping more than 30 million people every year navigate complex regional and global regulatory environments and build ethical, responsible cultures. With over 3,000 clients across the US, EMEA, APAC, and Latin America—including some of the world’s most respected and successful brands—we’re proud to be the long-term partner trusted to reduce organizational risk and d…",,,,,https://www.adzuna.in/details/5693524382?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-04-09T01:03:12.000Z,,data-analyst-3,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:22.959Z,2026-07-24T09:18:22.959Z,0,data analyst|lrn corporation|india,,5693524382,2026-07-24T09:18:22.957Z
6a632ddf1086448c954a50ba,Data Analyst,Cloudester Software LLP,"Sevasi, Vadodara",,Contract,,"We are looking for a Data Analyst with 2–3 years of experience for a 3-month contract . You will be responsible for extracting web data, organizing it in Excel, and communicating findings clearly to our team. Role Details Duration: 3 Months Experience Required: 2–3 years Location: Vadodara Key Responsibilities Extract data from various websites using web scraping tools. Clean, organize, and analyze the collected datasets. Write database queries to pull and manage information. Present data findi…",,,,,https://www.adzuna.in/details/5793077025?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-07-09T02:21:15.000Z,,data-analyst-4,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:23.125Z,2026-07-24T09:18:23.125Z,0,data analyst|cloudester software llp|sevasi vadodara,,5793077025,2026-07-24T09:18:23.123Z
6a632ddf1086448c954a50c1,Data Analyst,Weekday AI,India,,Full-time,,"This role is for one of Weekday’s clients Min Experience: 1 years Location: Nagpur JobType: full-time We're looking for a Data Analyst who is adaptable, quick to learn, and comfortable working across multiple projects and business functions. Unlike a dedicated role tied to one domain, this position will rotate/support across different projects as business priorities shift, making it ideal for someone who's curious, eager to build breadth, and thrives in a dynamic environment. Requirements Key R…",,,,,https://www.adzuna.in/details/5795450231?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-07-10T15:19:19.000Z,,data-analyst-5,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:23.347Z,2026-07-24T09:18:23.347Z,0,data analyst|weekday ai|india,,5795450231,2026-07-24T09:18:23.346Z
6a632ddf1086448c954a50c9,Data Analyst,Sia,"Mumbai, Maharashtra",,,,"Job Description We are hiring a Power BI Developer to support our global internal teams (Finance, HR, Strategy, Corporate Functions) by delivering high-impact business intelligence dashboards, datasets, and analytics solutions. This role is critical for strengthening our internal reporting systems and driving data-backed decision-making across the organization. Key Responsibilities Design, maintain, and enhance internal Power BI dashboards and analytics for Corporate Finance and other functions…",,,,,https://www.adzuna.in/details/5812614536?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-07-24T01:04:13.000Z,,data-analyst-6,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:23.583Z,2026-07-24T09:18:23.583Z,0,data analyst|sia|mumbai maharashtra,,5812614536,2026-07-24T09:18:23.582Z
6a632ddf1086448c954a50d2,Data Analyst,Ubisoft,"Pune, Maharashtra",,,,"Job Description Impact - Enable data-driven decisions for leaders for LiveOps events, feature launches, and content updates through dashboards by defining datasets. Track KPIs including and not limited upto - Daily Active Users (DAU), Retention Rate, Churn Rate, ARPU (Average Revenue Per User), and session metrics. Make daily / weekly/monthly reports on player behavior, performance accuracy, engagement, and monetization / revenue trends to improve visibility. Proactively identify patterns, anom…",,,,,https://www.adzuna.in/details/5802046407?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-07-16T06:56:15.000Z,,data-analyst-7,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:23.834Z,2026-07-24T09:18:23.834Z,0,data analyst|ubisoft|pune maharashtra,,5802046407,2026-07-24T09:18:23.832Z
6a632de01086448c954a50dc,Data Analyst,Proof of Skill,"Andheri, Mumbai",,Full-time,,"Analyzing hiring and candidate data to improve decision-making, shortlisting, and overall system efficiency. Skills: Logical/analytical thinking, Excel/Google Sheets, basic SQL, data interpretation, data visualization, attention to detail. Responsibilities: Analyze candidate and hiring data, build dashboards and reports, improve shortlisting/scoring systems, track hiring funnel metrics, work with ops/product teams, ensure data accuracy. This is a remote position.",,,,"₹12,00,000",https://www.adzuna.in/details/5786180968?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-07-03T06:18:29.000Z,,data-analyst-8,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:24.128Z,2026-07-24T09:18:24.128Z,0,data analyst|proof of skill|andheri mumbai,,5786180968,2026-07-24T09:18:24.126Z
6a632de01086448c954a50e7,Data Analyst,Digital Twin,"Pune, Maharashtra",,,,"Job Summary - Data Analyst We are looking to hire a data analyst to join our enterprise customer solutions team. As a Data Analyst, one will take responsibility for developing reports, and troubleshooting data issues. To do well in this role you need attention to detail, past experience as a data analyst, and a deep understanding of the popular data analysis tools and databases. Data Analyst Responsibilities: ● Commissioning and decommissioning of data sets. ● Processing confidential data and i…",,,,,https://www.adzuna.in/details/5735463452?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-05-21T02:12:34.000Z,,data-analyst-9,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:24.431Z,2026-07-24T09:18:24.431Z,0,data analyst|digital twin|pune maharashtra,,5735463452,2026-07-24T09:18:24.429Z
6a632de01086448c954a50f3,Data Analyst,SveltetechTechnologies Pvt Ltd,"Delhi, India",,Full-time,,"Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies tha…",,,,"₹3,00,000",https://www.adzuna.in/details/1993882092?utm_medium=api&utm_source=9a0b3cea,,adzuna,2021-02-15T04:27:43.000Z,,data-analyst-10,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:24.808Z,2026-07-24T09:18:24.808Z,0,data analyst|sveltetechtechnologies pvt ltd|delhi india,,1993882092,2026-07-24T09:18:24.806Z
6a632de11086448c954a5100,Data Analyst,Qrata,"Delhi, India",,Full-time,,"Job Title: Data Analyst Job Brief: The successful candidate will turn data into information, information into insight and insight into business decisions. Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. About Us We began in 2015 with an entrepreneuria…",,,,"₹10,00,000 – ₹12,00,000",https://www.adzuna.in/details/4514376622?utm_medium=api&utm_source=9a0b3cea,,adzuna,2024-01-07T15:08:07.000Z,,data-analyst-11,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:25.174Z,2026-07-24T09:18:25.174Z,0,data analyst|qrata|delhi india,,4514376622,2026-07-24T09:18:25.172Z
6a632de11086448c954a510e,Data Analyst,Amicus Therapeutics,"Bangalore, Karnataka",,Full-time,,"Position Description Data Analyst Location: Remote/Bangalore Amicus Therapeutics is a global, patient-dedicated biotechnology company focused on discovering, developing and delivering high-quality medicines for people living with rare metabolic diseases. Position Summary Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and qua…",,,,,https://www.adzuna.in/details/5146507084?utm_medium=api&utm_source=9a0b3cea,,adzuna,2025-04-16T01:41:37.000Z,,data-analyst-12,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:25.593Z,2026-07-24T09:18:25.593Z,0,data analyst|amicus therapeutics|bangalore karnataka,,5146507084,2026-07-24T09:18:25.592Z
6a632de21086448c954a511d,Data Analyst,Amicus India,"Bangalore, Karnataka",,Full-time,,"Data Analyst Location: Remote/Bangalore Amicus Therapeutics is a global, patient-dedicated biotechnology company focused on discovering, developing, and delivering high-quality medicines for people living with rare metabolic diseases. Position Summary Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans t…",,,,,https://www.adzuna.in/details/5744868780?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-05-30T02:27:15.000Z,,data-analyst-13,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:26.031Z,2026-07-24T09:18:26.031Z,0,data analyst|amicus india|bangalore karnataka,,5744868780,2026-07-24T09:18:26.029Z
6a632de21086448c954a512d,Data Analyst,Aliqan Services,"Chennai, Tamil Nadu",,,,"Data Analyst (6 years) Insurance domain for 3-4 Years Proficiency in data querying, reporting, and visualization tools Role: Other Industry Type: Insurance Department: Other Employment Type: Full Time, Permanent Role Category: Other Education UG: B.Tech/B.E. in Any Specialization Skills: Data Visualization, data reporting, Data Analyst Experience: 6.00-10.00 Years",,,,,https://www.adzuna.in/details/5794938967?utm_medium=api&utm_source=9a0b3cea,,adzuna,2026-07-10T07:19:30.000Z,,data-analyst-14,in-review,,,false,0,,,,,1,,,,,,,,,,,,,false,2026-07-24T09:18:26.535Z,2026-07-24T09:18:26.535Z,0,data analyst|aliqan services|chennai tamil nadu,,5794938967,2026-07-24T09:18:26.534Z
